time	bas_active	bas_inactive	bas_ref	bis_active	bis_inactive	bis_ref	ec_active	ec_inactive	ec_ref	ex_active	ex_inactive	ex_ref	ext_active	ext_inactive	ext_ref	hipp_active	hipp_inactive	hipp_ref	in_active	in_inactive	in_ref	ps_active	ps_inactive	ps_ref	septum_active	septum_inactive	septum_ref	
568	0.08	0.02	0.9	0	0.6	0.4	0.5	0.5	0	0	1	0	0.28	0.72	0	0	1	0	0.06	0.15	0.79	0.68	0.32	0	0.02	0.95	0.03	
569	0.18	0.01	0.81	0.09	0.6	0.31	0.39	0.61	0	0	1	0	0.99	0.01	0	0	1	0	0.14	0.15	0.71	0.73	0.27	0	0	0.95	0.05	
570	0.13	0	0.87	0.01	0.61	0.38	0.8	0.2	0	0	1	0	0.05	0.95	0	0	1	0	0.04	0.16	0.8	0.93	0.07	0	0.01	0.94	0.05	
571	0.05	0	0.95	0.03	0.6	0.37	0.99	0.01	0	0	1	0	0.21	0.79	0	0	1	0	0.05	0.15	0.8	0.65	0.35	0	0	0.94	0.06	
572	0.09	0	0.91	0.07	0.6	0.33	0.07	0.93	0	0	1	0	0.18	0.82	0	0	1	0	0.05	0.17	0.78	0.43	0.57	0	0	0.94	0.06	
573	0.1	0	0.9	0.04	0.6	0.36	0.13	0.87	0	0	1	0	0.52	0.48	0	0	1	0	0.11	0.15	0.74	0.03	0.97	0	0	0.94	0.06	
574	0.11	0	0.89	0.02	0.61	0.37	0.65	0.35	0	0	1	0	0.54	0.46	0	0	1	0	0.04	0.15	0.81	0.72	0.28	0	0	0.94	0.06	
575	0.1	0	0.9	0.04	0.6	0.36	0.4	0.6	0	0	1	0	0.97	0.03	0	0	1	0	0.13	0.15	0.72	0.61	0.39	0	0.01	0.93	0.06	
576	0.04	0	0.96	0.01	0.61	0.38	0.35	0.65	0	0	1	0	0.99	0.01	0	0	1	0	0.06	0.16	0.78	1	0	0	0.01	0.92	0.07	
577	0.05	0	0.95	0.03	0.62	0.35	0.44	0.56	0	0	1	0	0.33	0.67	0	0	1	0	0.06	0.16	0.78	0.11	0.89	0	0	0.92	0.08	
578	0.07	0	0.93	0.01	0.65	0.34	0.72	0.28	0	0	1	0	0.02	0.98	0	0	1	0	0.06	0.2	0.74	0.44	0.56	0	0	0.92	0.08	
579	0.08	0	0.92	0.03	0.62	0.35	0.66	0.34	0	0	1	0	0.88	0.12	0	0	1	0	0.1	0.16	0.74	0.94	0.06	0	0.02	0.9	0.08	
580	0.18	0	0.82	0.09	0.62	0.29	0.6	0.4	0	0	1	0	0.83	0.17	0	0	1	0	0.14	0.16	0.7	0.62	0.38	0	0.04	0.86	0.1	
581	0.13	0	0.87	0.01	0.62	0.37	0.63	0.37	0	0	1	0	0.25	0.75	0	0	1	0	0.04	0.16	0.8	0.09	0.91	0	0.02	0.84	0.14	
582	0.05	0	0.95	0	0.65	0.35	0.98	0.02	0	0	1	0	0.01	0.99	0	0	1	0	0.02	0.19	0.79	0.12	0.88	0	0.06	0.78	0.16	
583	0.09	0	0.91	0.07	0.65	0.28	0.58	0.42	0	0	1	0	0.48	0.52	0	0	1	0	0.07	0.17	0.76	0.21	0.79	0	0.04	0.74	0.22	
584	0.09	0.01	0.9	0.04	0.65	0.31	0.83	0.17	0	0	1	0	0.66	0.34	0	0	1	0	0.11	0.17	0.72	0.45	0.55	0	0.02	0.72	0.26	
585	0.11	0.01	0.88	0.03	0.64	0.33	0.04	0.96	0	0	1	0	0.91	0.09	0	0	1	0	0.05	0.16	0.79	0.54	0.46	0	0.04	0.68	0.28	
586	0.08	0.03	0.89	0.04	0.64	0.32	0.49	0.51	0	0	1	0	0.15	0.85	0	0	1	0	0.05	0.24	0.71	0.35	0.65	0	0.07	0.61	0.32	
587	0.03	0.04	0.93	0	0.65	0.35	0.64	0.36	0	0	1	0	0.47	0.53	0	0	1	0	0.02	0.28	0.7	0.2	0.8	0	0.02	0.59	0.39	
588	0.05	0.04	0.91	0.01	0.67	0.32	0.95	0.05	0	0	1	0	0.23	0.77	0	0	1	0	0.06	0.28	0.66	0.97	0.03	0	0.05	0.54	0.41	
589	0.07	0.04	0.89	0	0.68	0.32	0.24	0.76	0	0	1	0	0.65	0.35	0	0	1	0	0.05	0.29	0.66	0.33	0.67	0	0.04	0.5	0.46	
590	0.08	0.04	0.88	0.03	0.68	0.29	0.92	0.08	0	0	1	0	0.56	0.44	0	0	1	0	0.07	0.32	0.61	0.12	0.88	0	0.03	0.47	0.5	
591	0.14	0.08	0.78	0.03	0.74	0.23	0.5	0.5	0	0	1	0	0.18	0.82	0	0	1	0	0.08	0.38	0.54	0.08	0.92	0	0.04	0.44	0.52	
592	0.1	0.11	0.79	0	0.75	0.25	0.05	0.95	0	0	1	0	0.36	0.64	0	0	1	0	0.03	0.39	0.58	0.88	0.12	0	0.09	0.35	0.56	
593	0.04	0.12	0.84	0	0.75	0.25	0.2	0.8	0	0	1	0	0.24	0.76	0	0	1	0	0.01	0.4	0.59	0.48	0.52	0	0.05	0.3	0.65	
594	0.07	0.14	0.79	0.01	0.81	0.18	0.61	0.39	0	0	1	0	0.09	0.91	0	0	1	0	0.01	0.46	0.53	0.25	0.75	0	0.04	0.26	0.7	
595	0.08	0.15	0.77	0.01	0.84	0.15	0.09	0.91	0	0	1	0	0.65	0.35	0	0	1	0	0.02	0.55	0.43	0.2	0.8	0	0.05	0.21	0.74	
596	0.07	0.19	0.74	0.01	0.86	0.13	0.01	0.99	0	0	1	0	0.55	0.45	0	0	1	0	0.04	0.56	0.4	0.14	0.86	0	0.02	0.19	0.79	
597	0.02	0.25	0.73	0.02	0.88	0.1	0.34	0.66	0	0	1	0	0.98	0.02	0	0	1	0	0.04	0.57	0.39	0.85	0.15	0	0.02	0.17	0.81	
598	0.04	0.24	0.72	0	0.88	0.12	0.93	0.07	0	0	1	0	0.61	0.39	0	0	1	0	0.01	0.58	0.41	0.67	0.33	0	0.08	0.11	0.81	
599	0.03	0.26	0.71	0	0.89	0.11	0.19	0.81	0	0	1	0	0.09	0.91	0	0	1	0	0	0.64	0.36	0.38	0.62	0	0.05	0.08	0.87	
600	0.02	0.31	0.67	0	0.89	0.11	0.64	0.36	0	0.01	0.99	0	0.05	0.95	0	0	1	0	0	0.69	0.31	0.84	0.16	0	0.02	0.06	0.92	
601	0.03	0.36	0.61	0	0.92	0.08	0.79	0.21	0	0	0.99	0.01	0.26	0.74	0	0	1	0	0	0.76	0.24	0.87	0.13	0	0.01	0.06	0.93	
602	0.03	0.47	0.5	0	0.95	0.05	0.34	0.66	0	0	0.99	0.01	0.41	0.59	0	0	1	0	0.02	0.82	0.16	0.87	0.13	0	0	0.06	0.94	
603	0	0.57	0.43	0	0.95	0.05	0.64	0.36	0	0	0.99	0.01	0.33	0.67	0	0	1	0	0.01	0.84	0.15	0.6	0.4	0	0.01	0.05	0.94	
604	0.02	0.59	0.39	0	0.95	0.05	0.85	0.15	0	0	0.99	0.01	0.47	0.53	0	0	1	0	0	0.85	0.15	0.51	0.49	0	0	0.05	0.95	
605	0.06	0.6	0.34	0.01	0.95	0.04	0.19	0.81	0	0.02	0.97	0.01	0.98	0.02	0	0	1	0	0.01	0.85	0.14	0.33	0.67	0	0.02	0.03	0.95	
606	0.04	0.64	0.32	0	0.96	0.04	0.15	0.85	0	0.01	0.96	0.03	0.74	0.26	0	0	1	0	0.01	0.86	0.13	0.06	0.94	0	0.01	0.03	0.96	
607	0.05	0.66	0.29	0	0.97	0.03	0.24	0.76	0	0.02	0.94	0.04	0.43	0.57	0	0	1	0	0.01	0.89	0.1	0.12	0.88	0	0.01	0.03	0.96	
608	0	0.68	0.32	0	0.99	0.01	0.01	0.99	0	0.04	0.9	0.06	0.55	0.45	0	0	1	0	0.02	0.91	0.07	0.59	0.41	0	0.02	0.01	0.97	
609	0	0.72	0.28	0	0.99	0.01	0.1	0.9	0	0	0.9	0.1	0.07	0.93	0	0	1	0	0	0.92	0.08	0.4	0.6	0	0	0.01	0.99	
610	0.01	0.74	0.25	0	0.99	0.01	0.96	0.04	0	0.07	0.83	0.1	0.85	0.15	0	0	1	0	0.01	0.91	0.08	0.61	0.39	0	0.02	0.01	0.97	
611	0.01	0.75	0.24	0	0.99	0.01	0.55	0.45	0	0.05	0.78	0.17	0.65	0.35	0	0	1	0	0	0.91	0.09	0.06	0.94	0	0.02	0.03	0.95	
612	0	0.78	0.22	0	0.99	0.01	0.68	0.32	0	0.1	0.68	0.22	0.83	0.17	0	0	1	0	0	0.91	0.09	0.7	0.3	0	0.04	0.01	0.95	
613	0.01	0.8	0.19	0	0.99	0.01	0.1	0.9	0	0.08	0.6	0.32	0.29	0.71	0	0	1	0	0	0.93	0.07	0.31	0.69	0	0.05	0.02	0.93	
614	0	0.8	0.2	0.02	0.97	0.01	0.58	0.42	0	0.13	0.47	0.4	0.83	0.17	0	0	1	0	0.01	0.93	0.06	0.31	0.69	0	0.04	0.02	0.94	
615	0.01	0.81	0.18	0	0.97	0.03	0.79	0.21	0	0.03	0.44	0.53	0.68	0.32	0	0	1	0	0	0.93	0.07	0.37	0.63	0	0.03	0.01	0.96	
616	0.07	0.8	0.13	0.01	0.97	0.02	0.9	0.1	0	0.07	0.37	0.56	0.88	0.12	0	0	1	0	0	0.94	0.06	0.09	0.91	0	0	0.05	0.95	
617	0.04	0.8	0.16	0	0.97	0.03	0.44	0.56	0	0.09	0.29	0.62	0.87	0.13	0	0.01	0.99	0	0.01	0.94	0.05	0.73	0.27	0	0.1	0.02	0.88	
618	0.05	0.8	0.15	0	0.97	0.03	0.23	0.77	0	0.03	0.26	0.71	0.94	0.06	0	0	0.99	0.01	0	0.95	0.05	0.95	0.05	0	0.03	0.01	0.96	
619	0	0.8	0.2	0	0.97	0.03	0.36	0.64	0	0	0.26	0.74	0.98	0.02	0	0	0.99	0.01	0.01	0.96	0.03	0.45	0.55	0	0.05	0.01	0.94	
620	0	0.8	0.2	0	0.97	0.03	0.83	0.17	0	0.03	0.23	0.74	0.33	0.67	0	0	0.99	0.01	0	0.96	0.04	0.5	0.5	0	0.04	0.01	0.95	
621	0.01	0.8	0.19	0	0.97	0.03	0.1	0.9	0	0.01	0.22	0.77	0.89	0.11	0	0	0.99	0.01	0.01	0.96	0.03	0.93	0.07	0	0.03	0.01	0.96	
622	0.01	0.8	0.19	0	0.97	0.03	0.17	0.83	0	0.05	0.19	0.76	0.64	0.36	0	0.07	0.92	0.01	0	0.96	0.04	0.33	0.67	0	0.04	0.01	0.95	
623	0	0.8	0.2	0	0.97	0.03	0.48	0.52	0	0.01	0.19	0.8	0.63	0.37	0	0.06	0.86	0.08	0	0.96	0.04	0.88	0.12	0	0.08	0.02	0.9	
624	0	0.81	0.19	0	0.97	0.03	0.99	0.01	0	0.03	0.18	0.79	0.2	0.8	0	0.05	0.81	0.14	0	0.96	0.04	0.78	0.22	0	0.05	0.02	0.93	
625	0.01	0.8	0.19	0.02	0.97	0.01	0.08	0.92	0	0.05	0.17	0.78	0.43	0.57	0	0.12	0.69	0.19	0.01	0.96	0.03	0.05	0.95	0	0.02	0.04	0.94	
626	0.01	0.8	0.19	0	0.97	0.03	0.06	0.94	0	0	0.17	0.83	0.14	0.86	0	0.03	0.66	0.31	0	0.96	0.04	0.33	0.67	0	0.05	0.04	0.91	
627	0.07	0.8	0.13	0	0.98	0.02	0.54	0.46	0	0.09	0.15	0.76	0.34	0.66	0	0.06	0.6	0.34	0	0.96	0.04	0.81	0.19	0	0.04	0.02	0.94	
628	0.04	0.8	0.16	0.01	0.97	0.02	0.3	0.7	0	0.05	0.15	0.8	0.32	0.68	0	0.14	0.47	0.39	0.01	0.96	0.03	0.35	0.65	0	0	0.04	0.96	
629	0.06	0.79	0.15	0	0.97	0.03	0.97	0.03	0	0.1	0.15	0.75	0.2	0.8	0	0.15	0.32	0.53	0	0.96	0.04	0.11	0.89	0	0.02	0.1	0.88	
630	0	0.79	0.21	0	0.97	0.03	0.92	0.08	0	0.09	0.14	0.77	0.26	0.74	0	0.08	0.24	0.68	0.01	0.96	0.03	0.97	0.03	0	0.06	0.09	0.85	
631	0.01	0.78	0.21	0.01	0.96	0.03	0.8	0.2	0	0.13	0.14	0.73	0.61	0.39	0	0.01	0.23	0.76	0	0.96	0.04	0.82	0.18	0	0.02	0.09	0.89	
632	0.02	0.77	0.21	0	0.96	0.04	0.74	0.26	0	0.04	0.13	0.83	0.76	0.24	0	0	0.23	0.77	0.01	0.96	0.03	0.61	0.39	0	0.01	0.09	0.9	
633	0.01	0.77	0.22	0	0.96	0.04	0.8	0.2	0	0.06	0.14	0.8	0.3	0.7	0	0.07	0.23	0.7	0	0.96	0.04	0.81	0.19	0	0	0.09	0.91	
634	0	0.77	0.23	0	0.96	0.04	0.13	0.87	0	0.09	0.14	0.77	0.73	0.27	0	0.02	0.27	0.71	0	0.96	0.04	0.6	0.4	0	0	0.1	0.9	
635	0	0.77	0.23	0	0.96	0.04	0.49	0.51	0	0.03	0.14	0.83	0.84	0.16	0	0.03	0.29	0.68	0	0.96	0.04	0.19	0.81	0	0	0.1	0.9	
636	0	0.78	0.22	0.02	0.96	0.02	0.09	0.91	0	0	0.14	0.86	0.76	0.24	0	0.12	0.29	0.59	0.01	0.96	0.03	0.64	0.36	0	0	0.12	0.88	
637	0.01	0.78	0.21	0	0.96	0.04	0.23	0.77	0	0.02	0.15	0.83	0.82	0.18	0	0.03	0.29	0.68	0	0.96	0.04	0.97	0.03	0	0.01	0.12	0.87	
638	0.05	0.8	0.15	0	0.96	0.04	0.11	0.89	0	0.01	0.15	0.84	0.14	0.86	0	0.03	0.32	0.65	0	0.96	0.04	0.9	0.1	0	0.01	0.12	0.87	
639	0.06	0.78	0.16	0.01	0.96	0.03	0.36	0.64	0	0.04	0.16	0.8	0.35	0.65	0	0.09	0.37	0.54	0.01	0.96	0.03	0.25	0.75	0	0	0.14	0.86	
640	0.07	0.77	0.16	0	0.96	0.04	0.92	0.08	0	0.02	0.15	0.83	0.41	0.59	0	0.07	0.45	0.48	0	0.96	0.04	0.92	0.08	0	0	0.14	0.86	
641	0.01	0.76	0.23	0	0.96	0.04	0.07	0.93	0	0.02	0.16	0.82	0.5	0.5	0	0.22	0.31	0.47	0.01	0.96	0.03	0.99	0.01	0	0	0.16	0.84	
642	0.01	0.76	0.23	0.01	0.96	0.03	0.53	0.47	0	0.05	0.16	0.79	0.85	0.15	0	0.07	0.25	0.68	0	0.96	0.04	0.63	0.37	0	0	0.18	0.82	
643	0.02	0.76	0.22	0	0.96	0.04	0.54	0.46	0	0	0.16	0.84	0.63	0.37	0	0.07	0.18	0.75	0.01	0.96	0.03	0.9	0.1	0	0.01	0.21	0.78	
644	0.01	0.76	0.23	0.01	0.95	0.04	0.68	0.32	0	0.09	0.16	0.75	0.81	0.19	0	0.06	0.19	0.75	0	0.96	0.04	0.29	0.71	0	0.01	0.25	0.74	
645	0	0.76	0.24	0	0.95	0.05	0.65	0.35	0	0.05	0.16	0.79	0.52	0.48	0	0.04	0.17	0.79	0	0.96	0.04	0.27	0.73	0	0	0.29	0.71	
646	0.01	0.75	0.24	0	0.95	0.05	0.11	0.89	0	0.1	0.16	0.74	0.49	0.51	0	0.04	0.16	0.8	0	0.96	0.04	0.1	0.9	0	0	0.32	0.68	
647	0	0.75	0.25	0.02	0.95	0.03	0.49	0.51	0	0.09	0.16	0.75	0.44	0.56	0	0.04	0.24	0.72	0.01	0.96	0.03	0.48	0.52	0	0	0.32	0.68	
648	0.02	0.74	0.24	0	0.95	0.05	0.16	0.84	0	0.13	0.16	0.71	0.7	0.3	0	0.05	0.22	0.73	0	0.96	0.04	0.51	0.49	0	0	0.42	0.58	
649	0.05	0.74	0.21	0	0.95	0.05	0.34	0.66	0	0.03	0.17	0.8	0.29	0.71	0	0.08	0.17	0.75	0	0.96	0.04	0.21	0.79	0	0	0.45	0.55	
650	0.08	0.72	0.2	0.01	0.95	0.04	0.83	0.17	0	0.04	0.19	0.77	0.75	0.25	0	0.02	0.24	0.74	0.01	0.96	0.03	0.72	0.28	0	0	0.5	0.5	
651	0.09	0.7	0.21	0	0.95	0.05	0.94	0.06	0	0.1	0.18	0.72	0.61	0.39	0	0.05	0.26	0.69	0	0.96	0.04	0.61	0.39	0	0	0.54	0.46	
652	0.01	0.7	0.29	0	0.95	0.05	0.45	0.55	0	0.03	0.18	0.79	0.53	0.47	0	0.06	0.42	0.52	0.01	0.96	0.03	0.04	0.96	0	0	0.57	0.43	
653	0.01	0.7	0.29	0.01	0.95	0.04	0.88	0.12	0	0	0.18	0.82	0.94	0.06	0	0.04	0.45	0.51	0	0.96	0.04	0.81	0.19	0	0	0.61	0.39	
654	0.02	0.7	0.28	0	0.95	0.05	0.93	0.07	0	0.02	0.18	0.8	0.2	0.8	0	0.04	0.48	0.48	0.01	0.96	0.03	0.9	0.1	0	0.01	0.68	0.31	
655	0.01	0.7	0.29	0	0.96	0.04	0.27	0.73	0	0.01	0.18	0.81	0.42	0.58	0	0.1	0.44	0.46	0	0.96	0.04	0.62	0.38	0	0	0.73	0.27	
656	0.01	0.69	0.3	0.01	0.95	0.04	0.63	0.37	0	0.03	0.19	0.78	0.31	0.69	0	0.05	0.43	0.52	0	0.96	0.04	0.45	0.55	0	0	0.75	0.25	
657	0.03	0.67	0.3	0	0.95	0.05	0.78	0.22	0	0.01	0.2	0.79	0.06	0.94	0	0.06	0.41	0.53	0	0.96	0.04	0.36	0.64	0	0	0.8	0.2	
658	0.02	0.65	0.33	0.01	0.96	0.03	0.25	0.75	0	0.02	0.2	0.78	0.05	0.95	0	0.13	0.32	0.55	0	0.97	0.03	0.92	0.08	0	0	0.84	0.16	
659	0.02	0.65	0.33	0.01	0.95	0.04	0.82	0.18	0	0.04	0.21	0.75	1	0	0	0.11	0.26	0.63	0.02	0.95	0.03	0.18	0.82	0	0	0.84	0.16	
660	0.06	0.64	0.3	0	0.95	0.05	0.71	0.29	0	0	0.21	0.79	0.18	0.82	0	0.06	0.28	0.66	0	0.95	0.05	0.82	0.18	0	0.01	0.85	0.14	
661	0.08	0.64	0.28	0.02	0.94	0.04	0.69	0.31	0	0.07	0.23	0.7	0.87	0.13	0	0.13	0.17	0.7	0.01	0.95	0.04	0.39	0.61	0	0.01	0.9	0.09	
662	0.08	0.65	0.27	0	0.94	0.06	0.44	0.56	0	0.05	0.23	0.72	0.71	0.29	0	0.04	0.18	0.78	0	0.95	0.05	0.75	0.25	0	0	0.92	0.08	
663	0.03	0.63	0.34	0	0.94	0.06	0.91	0.09	0	0.1	0.23	0.67	0.84	0.16	0	0.05	0.19	0.76	0.01	0.95	0.04	0.16	0.84	0	0.01	0.92	0.07	
664	0	0.64	0.36	0.01	0.94	0.05	0.91	0.09	0	0.08	0.24	0.68	0.66	0.34	0	0.05	0.18	0.77	0	0.95	0.05	0.31	0.69	0	0	0.92	0.08	
665	0.03	0.63	0.34	0	0.94	0.06	0.35	0.65	0	0.12	0.25	0.63	0.75	0.25	0	0.03	0.19	0.78	0.01	0.95	0.04	0.04	0.96	0	0	0.92	0.08	
666	0.01	0.63	0.36	0	0.94	0.06	0.13	0.87	0	0.03	0.25	0.72	1	0	0	0.01	0.28	0.71	0	0.95	0.05	0.29	0.71	0	0	0.92	0.08	
667	0.06	0.58	0.36	0.03	0.92	0.05	0.45	0.55	0	0.03	0.26	0.71	0.57	0.43	0	0.07	0.26	0.67	0.01	0.94	0.05	0.07	0.93	0	0	0.92	0.08	
668	0.07	0.54	0.39	0.03	0.89	0.08	0.61	0.39	0	0.05	0.31	0.64	0.46	0.54	0	0.08	0.24	0.68	0.01	0.93	0.06	0.92	0.08	0	0	0.93	0.07	
669	0.04	0.52	0.44	0.01	0.89	0.1	0.99	0.01	0	0.01	0.33	0.66	0.28	0.72	0	0.1	0.27	0.63	0	0.93	0.07	0.11	0.89	0	0	0.94	0.06	
670	0.05	0.49	0.46	0.01	0.89	0.1	0.37	0.63	0	0	0.33	0.67	0.8	0.2	0	0.03	0.35	0.62	0.04	0.91	0.05	0.26	0.74	0	0	0.94	0.06	
671	0.07	0.48	0.45	0	0.89	0.11	0.06	0.94	0	0	0.35	0.65	0.79	0.21	0	0.04	0.37	0.59	0	0.91	0.09	0.74	0.26	0	0	0.94	0.06	
672	0.09	0.47	0.44	0.02	0.89	0.09	0.09	0.91	0	0	0.36	0.64	0.99	0.01	0	0.02	0.48	0.5	0.01	0.91	0.08	0.92	0.08	0	0	0.94	0.06	
673	0.09	0.46	0.45	0.02	0.87	0.11	0.46	0.54	0	0.02	0.37	0.61	0.57	0.43	0	0.01	0.51	0.48	0	0.91	0.09	0.85	0.15	0	0	0.94	0.06	
674	0.03	0.46	0.51	0.03	0.84	0.13	0.42	0.58	0	0	0.38	0.62	0.56	0.44	0	0.11	0.45	0.44	0.03	0.89	0.08	1	0	0	0	0.95	0.05	
675	0.02	0.44	0.54	0.05	0.8	0.15	0.39	0.61	0	0.02	0.38	0.6	0.17	0.83	0	0	0.5	0.5	0	0.89	0.11	0.24	0.76	0	0	0.96	0.04	
676	0.04	0.43	0.53	0.02	0.78	0.2	0.54	0.46	0	0.02	0.4	0.58	0.71	0.29	0	0.12	0.41	0.47	0.01	0.89	0.1	0.19	0.81	0	0	0.96	0.04	
677	0.07	0.37	0.56	0.01	0.77	0.22	0.02	0.98	0	0	0.4	0.6	0.36	0.64	0	0.16	0.26	0.58	0.04	0.85	0.11	0.48	0.52	0	0	0.96	0.04	
678	0.1	0.33	0.57	0.03	0.77	0.2	0.47	0.53	0	0.04	0.43	0.53	0.76	0.24	0	0.19	0.14	0.67	0.04	0.82	0.14	0.91	0.09	0	0	0.96	0.04	
679	0.14	0.26	0.6	0.04	0.76	0.2	0.94	0.06	0	0.03	0.45	0.52	0.58	0.42	0	0.07	0.15	0.78	0.02	0.81	0.17	0.09	0.91	0	0	0.96	0.04	
680	0.13	0.17	0.7	0.05	0.72	0.23	0.4	0.6	0	0.03	0.52	0.45	0.3	0.7	0	0.06	0.19	0.75	0.05	0.76	0.19	0.98	0.02	0	0	0.96	0.04	
681	0.08	0.14	0.78	0	0.73	0.27	0.94	0.06	0	0.03	0.57	0.4	0.01	0.99	0	0.02	0.2	0.78	0.05	0.75	0.2	0.43	0.57	0	0	0.96	0.04	
682	0.12	0.09	0.79	0.09	0.64	0.27	0.92	0.08	0	0.01	0.68	0.31	0.94	0.06	0	0.03	0.21	0.76	0.09	0.66	0.25	0.23	0.77	0	0	0.96	0.04	
683	0.09	0.09	0.82	0.04	0.62	0.34	0.89	0.11	0	0.02	0.69	0.29	0.29	0.71	0	0.05	0.18	0.77	0.01	0.66	0.33	0.44	0.56	0	0	0.96	0.04	
684	0.12	0.06	0.82	0.05	0.59	0.36	0.37	0.63	0	0	0.72	0.28	0.34	0.66	0	0	0.19	0.81	0.04	0.62	0.34	0.48	0.52	0	0	0.96	0.04	
685	0.03	0.06	0.91	0.06	0.56	0.38	0.82	0.18	0	0.01	0.76	0.23	0.08	0.92	0	0.02	0.28	0.7	0.06	0.59	0.35	0.72	0.28	0	0.01	0.96	0.03	
686	0.04	0.04	0.92	0.11	0.5	0.39	0.36	0.64	0	0	0.77	0.23	0.96	0.04	0	0	0.28	0.72	0.16	0.43	0.41	0.25	0.75	0	0	0.96	0.04	
687	0.04	0.04	0.92	0.02	0.5	0.48	0.24	0.76	0	0.01	0.76	0.23	0.79	0.21	0	0	0.4	0.6	0.03	0.41	0.56	0.42	0.58	0	0	0.96	0.04	
688	0.08	0.03	0.89	0.01	0.5	0.49	0.12	0.88	0	0	0.76	0.24	0.95	0.05	0	0.01	0.55	0.44	0.04	0.41	0.55	0.23	0.77	0	0	0.96	0.04	
689	0.1	0.03	0.87	0.05	0.48	0.47	0.19	0.81	0	0	0.76	0.24	0.1	0.9	0	0.04	0.7	0.26	0.05	0.4	0.55	0.55	0.45	0	0	0.96	0.04	
690	0.14	0.03	0.83	0.04	0.48	0.48	0.25	0.75	0	0	0.78	0.22	0.84	0.16	0	0	0.77	0.23	0.07	0.35	0.58	0.94	0.06	0	0	0.96	0.04	
691	0.12	0.04	0.84	0.04	0.49	0.47	0.37	0.63	0	0	0.78	0.22	0.83	0.17	0	0.09	0.74	0.17	0.05	0.35	0.6	0.33	0.67	0	0.01	0.96	0.03	
692	0.07	0.05	0.88	0.06	0.43	0.51	0.01	0.99	0	0	0.8	0.2	0.89	0.11	0	0.02	0.74	0.24	0.12	0.28	0.6	0.47	0.53	0	0.01	0.96	0.03	
693	0.13	0.04	0.83	0.06	0.46	0.48	0.3	0.7	0	0	0.82	0.18	0.36	0.64	0	0.02	0.75	0.23	0.08	0.29	0.63	0.05	0.95	0	0	0.96	0.04	
694	0.08	0.05	0.87	0.03	0.47	0.5	0.3	0.7	0	0	0.82	0.18	1	0	0	0	0.8	0.2	0.01	0.29	0.7	0.39	0.61	0	0	0.97	0.03	
695	0.13	0.04	0.83	0.04	0.48	0.48	0.72	0.28	0	0	0.86	0.14	0.33	0.67	0	0.03	0.77	0.2	0.04	0.29	0.67	0.83	0.17	0	0.01	0.96	0.03	
696	0.04	0.03	0.93	0.03	0.51	0.46	0.98	0.02	0	0	0.89	0.11	0.73	0.27	0	0	0.79	0.21	0.07	0.28	0.65	0.7	0.3	0	0	0.96	0.04	
697	0.04	0.03	0.93	0.05	0.57	0.38	0.41	0.59	0	0	0.92	0.08	0.19	0.81	0	0.04	0.75	0.21	0.16	0.28	0.56	0.89	0.11	0	0	0.96	0.04	
698	0.04	0.03	0.93	0.05	0.54	0.41	0.25	0.75	0	0	0.95	0.05	0.52	0.48	0	0.04	0.71	0.25	0.06	0.25	0.69	0.57	0.43	0	0	0.96	0.04	
699	0.08	0.03	0.89	0.01	0.54	0.45	0.12	0.88	0	0	0.96	0.04	0.67	0.33	0	0.01	0.71	0.28	0.04	0.25	0.71	0.09	0.91	0	0	0.96	0.04	
700	0.1	0.03	0.87	0.05	0.54	0.41	0.38	0.62	0	0	0.98	0.02	0.35	0.65	0	0	0.75	0.25	0.09	0.21	0.7	0.07	0.93	0	0	0.96	0.04	
701	0.14	0.03	0.83	0.04	0.54	0.42	0.96	0.04	0	0	0.98	0.02	0.62	0.38	0	0	0.75	0.25	0.07	0.21	0.72	0.84	0.16	0	0	0.96	0.04	
702	0.13	0.02	0.85	0.04	0.54	0.42	0.12	0.88	0	0	0.99	0.01	0.38	0.62	0	0	0.84	0.16	0.08	0.18	0.74	0.89	0.11	0	0	0.96	0.04	
703	0.07	0.02	0.91	0.05	0.55	0.4	0.62	0.38	0	0	0.99	0.01	0.73	0.27	0	0	0.86	0.14	0.15	0.15	0.7	0.64	0.36	0	0	0.96	0.04	
704	0.12	0.03	0.85	0.05	0.56	0.39	0.29	0.71	0	0	1	0	0.51	0.49	0	0	0.88	0.12	0.08	0.15	0.77	0.54	0.46	0	0	0.96	0.04	
705	0.08	0.03	0.89	0.04	0.55	0.41	0.21	0.79	0	0	1	0	0.86	0.14	0	0	0.88	0.12	0.01	0.15	0.84	0.29	0.71	0	0	0.96	0.04	
706	0.13	0.03	0.84	0.03	0.56	0.41	0.21	0.79	0	0	1	0	0.26	0.74	0	0	0.91	0.09	0.04	0.15	0.81	0.71	0.29	0	0	0.96	0.04	
707	0.05	0.02	0.93	0.03	0.56	0.41	0.66	0.34	0	0	1	0	0.18	0.82	0	0	0.91	0.09	0.06	0.16	0.78	0.41	0.59	0	0	0.96	0.04	
708	0.04	0.02	0.94	0.03	0.58	0.39	0.92	0.08	0	0	1	0	0.07	0.93	0	0	0.95	0.05	0.14	0.18	0.68	0.36	0.64	0	0	0.96	0.04	
709	0.04	0.02	0.94	0.05	0.58	0.37	0.04	0.96	0	0	1	0	0.64	0.36	0	0	0.99	0.01	0.09	0.15	0.76	0.3	0.7	0	0	0.96	0.04	
